target,n_missing,pct_missing,n_zero,pct_zero,n_nonzero,pct_nonzero,n_samples_present,mean,median,variance,metabolite_key,assay,name,inchikey,kegg,chebi,Confidence Score,Entropy Similarity,Spectra with Annotation (n),flag_present_lt_10_samples,flag_present_lt_20_samples,flag_zero_gt_95pct
C18_positive|IK:FBUBVLUPUDBFME-UHFFFAOYSA-N,0,0.0,84,80.0,21,20.0,21,171246.6927180707,0.0,335679413145.7054,C18_positive|IK:FBUBVLUPUDBFME-UHFFFAOYSA-N,C18_positive,Xanthoxylin,FBUBVLUPUDBFME-UHFFFAOYSA-N,C10726,10070.0,0.9971839599216666,0.48228562,1.0,False,False,False
C18_positive|IK:FBUKMFOXMZRGRB-YFHOEESVSA-N,0,0.0,65,61.904761904761905,40,38.095238095238095,40,113293.26418142718,0.0,64938045412.08348,C18_positive|IK:FBUKMFOXMZRGRB-YFHOEESVSA-N,C18_positive,Coronaric acid,FBUKMFOXMZRGRB-YFHOEESVSA-N,C14825,34494.0,0.9938048908783964,0.7055437,2.0,False,False,False
C18_positive|IK:FIQMHBFVRAXMOP-UHFFFAOYSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,16702.083045887517,0.0,1461872737.061469,C18_positive|IK:FIQMHBFVRAXMOP-UHFFFAOYSA-N,C18_positive,Triphenylphosphine Oxide,FIQMHBFVRAXMOP-UHFFFAOYSA-N,,,0.9986296232465292,0.6246064,1.0,False,False,False
C18_positive|IK:FLROYCKIIJCTDY-BFMVXSJESA-N,0,0.0,79,75.23809523809524,26,24.761904761904763,26,1602414.974512479,0.0,14414618300020.674,C18_positive|IK:FLROYCKIIJCTDY-BFMVXSJESA-N,C18_positive,Nigracin,FLROYCKIIJCTDY-BFMVXSJESA-N,,,0.9931590852880824,0.4395151,2.0,False,False,False
C18_positive|IK:FQWZGEBZILOCET-QEQKPWIDSA-N,0,0.0,50,47.61904761904762,55,52.38095238095238,55,153094.86545898978,35170.076202214696,72846542140.23785,C18_positive|IK:FQWZGEBZILOCET-QEQKPWIDSA-N,C18_positive,cis-2-Hydroxy 4-methoxycinnamic acid 2-glucoside,FQWZGEBZILOCET-QEQKPWIDSA-N,,,0.9672307980453244,0.4761492,1.0,False,False,False
C18_positive|IK:FQZORWOCAANBNC-UHFFFAOYSA-N,0,0.0,36,34.285714285714285,69,65.71428571428571,69,197499.05763463405,108393.31330553442,85172910881.08806,C18_positive|IK:FQZORWOCAANBNC-UHFFFAOYSA-N,C18_positive,"1-(4-Hydroxy-2,6-dimethoxyphenyl)-3-(4-methoxyphenyl)prop-2-en-1-one",FQZORWOCAANBNC-UHFFFAOYSA-N,,,0.9897903844931436,0.30959573,1.0,False,False,False
C18_positive|IK:FTVWIRXFELQLPI-UHFFFAOYSA-N,0,0.0,52,49.523809523809526,53,50.476190476190474,53,112061.29432226044,22144.675884385822,46531185952.93858,C18_positive|IK:FTVWIRXFELQLPI-UHFFFAOYSA-N,C18_positive,"5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one",FTVWIRXFELQLPI-UHFFFAOYSA-N,,,0.9986959850321038,0.8482939,1.0,False,False,False
C18_positive|IK:FVWJYYTZTCVBKE-UHFFFAOYSA-N,0,0.0,79,75.23809523809524,26,24.761904761904763,26,268720.1423128384,0.0,1402091839635.758,C18_positive|IK:FVWJYYTZTCVBKE-UHFFFAOYSA-N,C18_positive,"Lup-20(29)-ene-3beta,28-diol",FVWJYYTZTCVBKE-UHFFFAOYSA-N,,,0.9929659279551332,0.84976333,6.0,False,False,False
C18_positive|IK:GFFGJBXGBJISGV-UHFFFAOYSA-N,0,0.0,61,58.095238095238095,44,41.904761904761905,44,656659.4507864651,0.0,2281425603774.2407,C18_positive|IK:GFFGJBXGBJISGV-UHFFFAOYSA-N,C18_positive,Adenine,GFFGJBXGBJISGV-UHFFFAOYSA-N,C00147,16708.0,,0.9446248,4.0,False,False,False
C18_positive|IK:GHOKWGTUZJEAQD-UHFFFAOYSA-N,0,0.0,74,70.47619047619048,31,29.523809523809526,31,151888.7603050743,0.0,162871050457.12595,C18_positive|IK:GHOKWGTUZJEAQD-UHFFFAOYSA-N,C18_positive,(+-)-Pantothenic acid,GHOKWGTUZJEAQD-UHFFFAOYSA-N,,,0.996230346550154,0.77756053,1.0,False,False,False
C18_positive|IK:GKAJCVFOJGXVIA-UHFFFAOYSA-N,0,0.0,54,51.42857142857143,51,48.57142857142857,51,142464.08942553637,0.0,54924516892.48601,C18_positive|IK:GKAJCVFOJGXVIA-UHFFFAOYSA-N,C18_positive,Ponticin,GKAJCVFOJGXVIA-UHFFFAOYSA-N,,,0.988768820962706,0.3726435,1.0,False,False,False
C18_positive|IK:GQEOLYBERRZZCE-UHFFFAOYSA-N,0,0.0,83,79.04761904761905,22,20.952380952380953,22,51498.87467919269,0.0,17795496400.580242,C18_positive|IK:GQEOLYBERRZZCE-UHFFFAOYSA-N,C18_positive,"8-Hydroxy-9,10-epoxystearic acid",GQEOLYBERRZZCE-UHFFFAOYSA-N,,,0.9883478174341102,0.59114456,1.0,False,False,False
C18_positive|IK:GUBGYTABKSRVRQ-QRZGKKJRSA-N,0,0.0,69,65.71428571428571,36,34.285714285714285,36,397546.32841501536,0.0,443885154407.15027,C18_positive|IK:GUBGYTABKSRVRQ-QRZGKKJRSA-N,C18_positive,Cellobiose,GUBGYTABKSRVRQ-QRZGKKJRSA-N,C00185,36217.0,0.9950540723995118,0.9010114,1.0,False,False,False
C18_positive|IK:GUBGYTABKSRVRQ-QUYVBRFLSA-N,0,0.0,67,63.80952380952381,38,36.19047619047619,38,500568.73854295554,0.0,603874897697.0719,C18_positive|IK:GUBGYTABKSRVRQ-QUYVBRFLSA-N,C18_positive,beta-Maltose,GUBGYTABKSRVRQ-QUYVBRFLSA-N,,,0.99255135872073,0.7985079,1.0,False,False,False
C18_positive|IK:GUMFPOIJOXLCLA-JKSUJKDBSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,25508.538050809842,0.0,5523151995.71016,C18_positive|IK:GUMFPOIJOXLCLA-JKSUJKDBSA-N,C18_positive,7-Hydroxy-6-methoxydihydroflavonol,GUMFPOIJOXLCLA-JKSUJKDBSA-N,,,0.9934070269343884,0.36496606,1.0,False,False,False
C18_positive|IK:GXBVESSBUINHIO-UHFFFAOYSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,147591.21817708627,0.0,149649955892.73196,C18_positive|IK:GXBVESSBUINHIO-UHFFFAOYSA-N,C18_positive,3-(4-Methoxy-6-oxopyran-2-yl)butanoic acid,GXBVESSBUINHIO-UHFFFAOYSA-N,,,0.99754843323313,0.4534441,3.0,False,False,False
C18_positive|IK:GYBMMZYCUFIKJQ-NHCPJIJJSA-N,0,0.0,71,67.61904761904762,34,32.38095238095238,34,103942.1114544454,0.0,78701855676.70331,C18_positive|IK:GYBMMZYCUFIKJQ-NHCPJIJJSA-N,C18_positive,Grandidentoside,GYBMMZYCUFIKJQ-NHCPJIJJSA-N,,,0.9963981013048928,0.55237705,2.0,False,False,False
C18_positive|IK:HDTRYLNUVZCQOY-LIZSDCNHSA-N,0,0.0,13,12.380952380952381,92,87.61904761904762,92,2228426.3517326373,2376454.02726812,1259503499745.7344,C18_positive|IK:HDTRYLNUVZCQOY-LIZSDCNHSA-N,C18_positive,Trehalose,HDTRYLNUVZCQOY-LIZSDCNHSA-N,C01083,16551.0,0.9920344619594385,0.9125525,3.0,False,False,False
C18_positive|IK:HHSKNLJWHGXWPK-BFMVXSJESA-N,0,0.0,10,9.523809523809524,95,90.47619047619048,95,1350023.3043150904,519845.4072538614,3697551407697.084,C18_positive|IK:HHSKNLJWHGXWPK-BFMVXSJESA-N,C18_positive,Populin,HHSKNLJWHGXWPK-BFMVXSJESA-N,,,0.9958300496162702,0.5989988,1.0,False,False,False
C18_positive|IK:HSEMFIZWXHQJAE-UHFFFAOYSA-N,0,0.0,0,0.0,105,100.0,105,475760.759570216,297636.0792767629,255641480392.2197,C18_positive|IK:HSEMFIZWXHQJAE-UHFFFAOYSA-N,C18_positive,Hexadecanamide,HSEMFIZWXHQJAE-UHFFFAOYSA-N,,74475.0,0.9974565903425004,0.7400722,1.0,False,False,False
C18_positive|IK:IAWGZKRQDHPFCZ-UHFFFAOYSA-N,0,0.0,85,80.95238095238095,20,19.047619047619047,20,63102.22566369926,0.0,33873410222.3865,C18_positive|IK:IAWGZKRQDHPFCZ-UHFFFAOYSA-N,C18_positive,alpha-Boswellic acid acetate,IAWGZKRQDHPFCZ-UHFFFAOYSA-N,,,0.9629518076636298,0.357503,1.0,False,False,False
C18_positive|IK:IBLKWZIFZMJLFL-UHFFFAOYSA-N,0,0.0,27,25.714285714285715,78,74.28571428571429,78,126911.40004959542,135625.48377817124,10602360362.996937,C18_positive|IK:IBLKWZIFZMJLFL-UHFFFAOYSA-N,C18_positive,Propylene glycol phenyl ether,IBLKWZIFZMJLFL-UHFFFAOYSA-N,,,0.9941629680068088,0.3745304,1.0,False,False,False
C18_positive|IK:IBMRTYCHDPMBFN-UHFFFAOYSA-N,0,0.0,74,70.47619047619048,31,29.523809523809526,31,92425.38876798228,0.0,35782069953.59483,C18_positive|IK:IBMRTYCHDPMBFN-UHFFFAOYSA-N,C18_positive,Monomethyl glutarate,IBMRTYCHDPMBFN-UHFFFAOYSA-N,,86396.0,0.993329564377931,0.47594312,1.0,False,False,False
C18_positive|IK:IERGURVELWCYAW-UHFFFAOYSA-N,0,0.0,44,41.904761904761905,61,58.095238095238095,61,338249.0385343984,150553.287789613,189350717412.08606,C18_positive|IK:IERGURVELWCYAW-UHFFFAOYSA-N,C18_positive,"3,9-Dihydroeucomin",IERGURVELWCYAW-UHFFFAOYSA-N,,,0.883134503661667,0.46581322,1.0,False,False,False
C18_positive|IK:IIRDTKBZINWQAW-UHFFFAOYSA-N,0,0.0,62,59.04761904761905,43,40.95238095238095,43,26091.18553951112,0.0,4147700334.3960705,C18_positive|IK:IIRDTKBZINWQAW-UHFFFAOYSA-N,C18_positive,Hexaethylene glycol,IIRDTKBZINWQAW-UHFFFAOYSA-N,,49793.0,0.9694011234934709,0.86376464,1.0,False,False,False
C18_positive|IK:IMKJGXCIJJXALX-UHFFFAOYSA-N,0,0.0,66,62.857142857142854,39,37.142857142857146,39,72385.74913615806,0.0,22813174742.691044,C18_positive|IK:IMKJGXCIJJXALX-UHFFFAOYSA-N,C18_positive,"Decahydro-3a,6,6,9a-tetramethylnaphtho[2,1-b]furan-2(1H)-one",IMKJGXCIJJXALX-UHFFFAOYSA-N,,,0.997621578323068,0.5992823,1.0,False,False,False
C18_positive|IK:IWQNLEQMXRCTIL-UHFFFAOYSA-N,0,0.0,76,72.38095238095238,29,27.61904761904762,29,65385.49581199281,0.0,41798130476.65277,C18_positive|IK:IWQNLEQMXRCTIL-UHFFFAOYSA-N,C18_positive,"3-methoxy-4-[(1-oxo-1-phenylpropan-2-yl)oxy]-7,8,9,10-tetrahydro-6H-benzo[c]chromen-6-one",IWQNLEQMXRCTIL-UHFFFAOYSA-N,,,0.9649209580511712,0.3172023,1.0,False,False,False
C18_positive|IK:JBYXPOFIGCOSSB-UHFFFAOYSA-N,0,0.0,78,74.28571428571429,27,25.714285714285715,27,38255.77153401944,0.0,7301128968.209591,C18_positive|IK:JBYXPOFIGCOSSB-UHFFFAOYSA-N,C18_positive,LinoleicAcid,JBYXPOFIGCOSSB-UHFFFAOYSA-N,,,0.9975785248245,0.78933924,1.0,False,False,False
C18_positive|IK:JHXAZBBVQSRKJR-BSZOFBHHSA-N,0,0.0,52,49.523809523809526,53,50.476190476190474,53,396928.3273833902,33959.823280245066,1233215248204.6057,C18_positive|IK:JHXAZBBVQSRKJR-BSZOFBHHSA-N,C18_positive,"13-keto-9Z,11E-octadecadienoic acid",JHXAZBBVQSRKJR-BSZOFBHHSA-N,C14765,68947.0,0.992777689848418,0.5532767,3.0,False,False,False
C18_positive|IK:JIVGSHFYXPRRSZ-UHFFFAOYSA-N,0,0.0,71,67.61904761904762,34,32.38095238095238,34,171776.06232805442,0.0,204528290590.89972,C18_positive|IK:JIVGSHFYXPRRSZ-UHFFFAOYSA-N,C18_positive,"2,3-Dimethoxybenzaldehyde",JIVGSHFYXPRRSZ-UHFFFAOYSA-N,,,0.9994952570199568,0.4755445,2.0,False,False,False
C18_positive|IK:JJMDCOVWQOJGCB-UHFFFAOYSA-N,0,0.0,74,70.47619047619048,31,29.523809523809526,31,51630.567008873855,0.0,13501396425.290806,C18_positive|IK:JJMDCOVWQOJGCB-UHFFFAOYSA-N,C18_positive,5-Aminopentanoate,JJMDCOVWQOJGCB-UHFFFAOYSA-N,C00431,15887.0,0.9976801099142054,0.5656797,2.0,False,False,False
C18_positive|IK:JORLYMGTWNNOMY-CRIIYPOOSA-N,0,0.0,62,59.04761904761905,43,40.95238095238095,43,81984.95375352037,0.0,23081818859.10842,C18_positive|IK:JORLYMGTWNNOMY-CRIIYPOOSA-N,C18_positive,Uhdenoside,JORLYMGTWNNOMY-CRIIYPOOSA-N,,,0.8354492360796959,0.4292971,1.0,False,False,False
C18_positive|IK:JXSVIVRDWWRQRT-UHFFFAOYSA-N,0,0.0,69,65.71428571428571,36,34.285714285714285,36,224231.65733474333,0.0,672265157683.8573,C18_positive|IK:JXSVIVRDWWRQRT-UHFFFAOYSA-N,C18_positive,"2,3,24-Trihydroxy-12-ursen-28-oic acid",JXSVIVRDWWRQRT-UHFFFAOYSA-N,,,0.9838571982736158,0.78650427,1.0,False,False,False
C18_positive|IK:JYFOSWJYZIVJPO-UHFFFAOYSA-N,0,0.0,60,57.142857142857146,45,42.857142857142854,45,191323.47621308884,0.0,170634961405.01364,C18_positive|IK:JYFOSWJYZIVJPO-UHFFFAOYSA-N,C18_positive,"3-Methoxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzoic acid",JYFOSWJYZIVJPO-UHFFFAOYSA-N,,,0.9975997536181191,0.35340464,1.0,False,False,False
C18_positive|IK:JZFSMVXQUWRSIW-UHFFFAOYSA-N,0,0.0,78,74.28571428571429,27,25.714285714285715,27,143004.54251071223,0.0,188973448529.35504,C18_positive|IK:JZFSMVXQUWRSIW-UHFFFAOYSA-N,C18_positive,"10-Hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-2-carboxylic acid",JZFSMVXQUWRSIW-UHFFFAOYSA-N,,,0.7821396386265432,0.72175545,3.0,False,False,False
C18_positive|IK:KDJVHSVOXOZBDR-UHFFFAOYSA-N,0,0.0,63,60.0,42,40.0,42,126046.03742290061,0.0,55994446395.60594,C18_positive|IK:KDJVHSVOXOZBDR-UHFFFAOYSA-N,C18_positive,Oroselol,KDJVHSVOXOZBDR-UHFFFAOYSA-N,,,0.9984931737806502,0.3877874,2.0,False,False,False
C18_positive|IK:KDYILQLPKVZDGB-UHFFFAOYSA-N,0,0.0,76,72.38095238095238,29,27.61904761904762,29,112680.9514342343,0.0,154365084470.1074,C18_positive|IK:KDYILQLPKVZDGB-UHFFFAOYSA-N,C18_positive,"9,12-Octadecadiynoic acid",KDYILQLPKVZDGB-UHFFFAOYSA-N,,142250.0,0.9967517103760756,0.7405599,1.0,False,False,False
C18_positive|IK:KJGPBYUQZLUKLL-UHFFFAOYSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,106412.19400461637,0.0,143412467302.29733,C18_positive|IK:KJGPBYUQZLUKLL-UHFFFAOYSA-N,C18_positive,Afrormosin,KJGPBYUQZLUKLL-UHFFFAOYSA-N,C10199,2506.0,0.8556417177720939,0.5195408,1.0,False,False,False
C18_positive|IK:KLHSKTMVSOWVLD-UHFFFAOYSA-N,0,0.0,38,36.19047619047619,67,63.80952380952381,67,424432.87809776096,76350.23102985322,1447562024247.3362,C18_positive|IK:KLHSKTMVSOWVLD-UHFFFAOYSA-N,C18_positive,"8,10-Dihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",KLHSKTMVSOWVLD-UHFFFAOYSA-N,,,0.997105751712895,0.76502776,1.0,False,False,False
C18_positive|IK:KSEBMYQBYZTDHS-UHFFFAOYSA-N,0,0.0,44,41.904761904761905,61,58.095238095238095,61,186401.18064225075,40343.15218633413,146283140291.74603,C18_positive|IK:KSEBMYQBYZTDHS-UHFFFAOYSA-N,C18_positive,(E)-3-(4-hydroxy-3-methoxyphenyl)acrylic acid,KSEBMYQBYZTDHS-UHFFFAOYSA-N,,,0.9991864282803288,0.83213514,1.0,False,False,False
C18_positive|IK:KWIUHFFTVRNATP-UHFFFAOYSA-N,0,0.0,73,69.52380952380952,32,30.476190476190474,32,135355.97443854215,0.0,78577868193.04573,C18_positive|IK:KWIUHFFTVRNATP-UHFFFAOYSA-N,C18_positive,Betaine,KWIUHFFTVRNATP-UHFFFAOYSA-N,,17750.0,0.9730381869355876,0.6800871,2.0,False,False,False
C18_positive|IK:KZSNJWFQEVHDMF-BYPYZUCNSA-N,0,0.0,78,74.28571428571429,27,25.714285714285715,27,741686.1031439287,0.0,4298393056619.362,C18_positive|IK:KZSNJWFQEVHDMF-BYPYZUCNSA-N,C18_positive,(2S)-2-azaniumyl-3-methylbutanoate,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C00183,16414.0,0.9749856685766608,0.77656657,4.0,False,False,False
C18_positive|IK:LGRFSURHDFAFJT-UHFFFAOYSA-N,0,0.0,3,2.857142857142857,102,97.14285714285714,102,194754.71780175748,147757.8390751183,28435201073.715828,C18_positive|IK:LGRFSURHDFAFJT-UHFFFAOYSA-N,C18_positive,Phthalic anhydride,LGRFSURHDFAFJT-UHFFFAOYSA-N,,,0.9988516982037278,0.69356924,1.0,False,False,False
C18_positive|IK:LHVOTBCQBLBMAB-UHFFFAOYSA-N,0,0.0,85,80.95238095238095,20,19.047619047619047,20,32517.25576949301,0.0,10706294290.679665,C18_positive|IK:LHVOTBCQBLBMAB-UHFFFAOYSA-N,C18_positive,"Methyl 2,4a,6a,6b,9,9,12a-heptamethyl-10,13-dioxo-1,3,4,5,6,6a,7,8,8a,11,12,14b-dodecahydropicene-2-carboxylate",LHVOTBCQBLBMAB-UHFFFAOYSA-N,,,0.9937252311148528,0.31540108,1.0,False,False,False
C18_positive|IK:LIVNOUBJFOXZOR-YMILTQATSA-N,0,0.0,58,55.23809523809524,47,44.76190476190476,47,170751.13930704136,0.0,73915326236.59187,C18_positive|IK:LIVNOUBJFOXZOR-YMILTQATSA-N,C18_positive,3-(2-Glucosyloxy-4-methoxyphenyl)propanoic acid,LIVNOUBJFOXZOR-YMILTQATSA-N,,,0.7782670147370987,0.36345053,1.0,False,False,False
C18_positive|IK:LJVMNMMAZVWXPY-UHFFFAOYSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,66485.81721532196,0.0,33032593443.26377,C18_positive|IK:LJVMNMMAZVWXPY-UHFFFAOYSA-N,C18_positive,"3-Hydroxy-6,2',4'-trimethoxyflavone",LJVMNMMAZVWXPY-UHFFFAOYSA-N,,,0.9810633772787808,0.3822298,1.0,False,False,False
C18_positive|IK:LLEMMFPELBNINR-SKYGPZSASA-N,0,0.0,84,80.0,21,20.0,21,52375.44035166591,0.0,25049422257.67759,C18_positive|IK:LLEMMFPELBNINR-SKYGPZSASA-N,C18_positive,Benzyl gentiobioside,LLEMMFPELBNINR-SKYGPZSASA-N,,,0.816874283568271,0.5647636,1.0,False,False,False
C18_positive|IK:LRQKBLKVPFOOQJ-YFKPBYRVSA-N,0,0.0,83,79.04761904761905,22,20.952380952380953,22,105635.11151156646,0.0,60680211516.585556,C18_positive|IK:LRQKBLKVPFOOQJ-YFKPBYRVSA-N,C18_positive,(2S)-2-ammoniohexanoate,LRQKBLKVPFOOQJ-YFKPBYRVSA-N,C01933,18347.0,0.9900490550847012,0.5343324,2.0,False,False,False
C18_positive|IK:LUZSWWYKKLTDHU-ZJHFMPGASA-N,0,0.0,76,72.38095238095238,29,27.61904761904762,29,178875.35438743525,0.0,380286853158.8158,C18_positive|IK:LUZSWWYKKLTDHU-ZJHFMPGASA-N,C18_positive,9-OxoODE,LUZSWWYKKLTDHU-ZJHFMPGASA-N,C14766,72842.0,0.9987325698622956,0.54335344,1.0,False,False,False
C18_positive|IK:LVFCLUMIBMHAFL-HMUNZLOLSA-N,0,0.0,17,16.19047619047619,88,83.80952380952381,88,1737700.360268831,694541.9048464485,5864504681314.688,C18_positive|IK:LVFCLUMIBMHAFL-HMUNZLOLSA-N,C18_positive,Benzoyl-beta-D-glucoside,LVFCLUMIBMHAFL-HMUNZLOLSA-N,,,0.8785802309871609,0.37352878,1.0,False,False,False
C18_positive|IK:LVGKNOAMLMIIKO-QXMHVHEDSA-N,0,0.0,76,72.38095238095238,29,27.61904761904762,29,23375.835714904206,0.0,2614961220.0167284,C18_positive|IK:LVGKNOAMLMIIKO-QXMHVHEDSA-N,C18_positive,Ethyl Oleate,LVGKNOAMLMIIKO-QXMHVHEDSA-N,,,0.9965570323015888,0.41674212,1.0,False,False,False
C18_positive|IK:LWYJCVVIVLBLID-UHFFFAOYSA-N,0,0.0,58,55.23809523809524,47,44.76190476190476,47,157246.59565716115,0.0,129993766451.0022,C18_positive|IK:LWYJCVVIVLBLID-UHFFFAOYSA-N,C18_positive,"2-(4-Hydroxy-3-methoxy-phenyl)-6,8-dimethyl-chromen-4-one",LWYJCVVIVLBLID-UHFFFAOYSA-N,,,0.9842027311466854,0.36166713,1.0,False,False,False
C18_positive|IK:LZFOPEXOUVTGJS-UHFFFAOYSA-N,0,0.0,39,37.142857142857146,66,62.857142857142854,66,231769.79791006263,55755.95850119088,165323105447.27283,C18_positive|IK:LZFOPEXOUVTGJS-UHFFFAOYSA-N,C18_positive,"4-Hydroxy-3,5-dimethoxy-cinnamyl alcohol",LZFOPEXOUVTGJS-UHFFFAOYSA-N,C02325,28813.0,0.9977558393711966,0.82523614,1.0,False,False,False
C18_positive|IK:MBIZFBDREVRUHY-UHFFFAOYSA-N,0,0.0,53,50.476190476190474,52,49.523809523809526,52,112156.22308324414,0.0,192394857302.96887,C18_positive|IK:MBIZFBDREVRUHY-UHFFFAOYSA-N,C18_positive,"2,6-Dimethoxybenzoic Acid",MBIZFBDREVRUHY-UHFFFAOYSA-N,,,0.9993876272789148,0.62204194,1.0,False,False,False
C18_positive|IK:MDMCODCJMHTFIZ-UHFFFAOYSA-N,0,0.0,22,20.952380952380953,83,79.04761904761905,83,719093.1599688317,210689.3635974601,7273949734289.782,C18_positive|IK:MDMCODCJMHTFIZ-UHFFFAOYSA-N,C18_positive,"2',6'-Dihydroxy-4'-methoxydihydrochalcone",MDMCODCJMHTFIZ-UHFFFAOYSA-N,,,0.9975075382715874,0.6394564,1.0,False,False,False
C18_positive|IK:MECHNRXZTMCUDQ-UHFFFAOYSA-N,0,0.0,60,57.142857142857146,45,42.857142857142854,45,120013.69488321587,0.0,60861677472.42775,C18_positive|IK:MECHNRXZTMCUDQ-UHFFFAOYSA-N,C18_positive,"3-{2-[1-(5,6-dimethylhept-3-en-2-yl)-7a-methyl-hexahydro-1H-inden-4-ylidene]ethylidene}-4-methylidenecyclohexan-1-ol",MECHNRXZTMCUDQ-UHFFFAOYSA-N,,,0.9933828566144044,0.6212281,2.0,False,False,False
C18_positive|IK:MIJYXULNPSFWEK-UHFFFAOYSA-N,0,0.0,84,80.0,21,20.0,21,222790.01076059643,0.0,930685602274.4507,C18_positive|IK:MIJYXULNPSFWEK-UHFFFAOYSA-N,C18_positive,3-Hydroxyolean-12-en-28-oic acid,MIJYXULNPSFWEK-UHFFFAOYSA-N,,,0.9914136624246076,0.7067315,2.0,False,False,False
C18_positive|IK:MJMMUATWVTYSFD-YDFGWWAZSA-N,0,0.0,78,74.28571428571429,27,25.714285714285715,27,47257.38426679406,0.0,12801142532.730715,C18_positive|IK:MJMMUATWVTYSFD-YDFGWWAZSA-N,C18_positive,"(7E,13E)-9,15-Dihydroxy-4,10,16-trimethyl-1,5,11-trioxacyclohexadeca-7,13-diene-2,6,12-trione",MJMMUATWVTYSFD-YDFGWWAZSA-N,,,0.991248368255302,0.3927019,1.0,False,False,False
C18_positive|IK:MMOXZBCLCQITDF-UHFFFAOYSA-N,0,0.0,25,23.80952380952381,80,76.19047619047619,80,943550.0091997249,207897.6983249048,6898028804944.589,C18_positive|IK:MMOXZBCLCQITDF-UHFFFAOYSA-N,C18_positive,Diethyltoluamide,MMOXZBCLCQITDF-UHFFFAOYSA-N,C10935,7071.0,0.9948286211716026,0.7496392,1.0,False,False,False
C18_positive|IK:MPDGHEJMBKOTSU-UHFFFAOYSA-N,0,0.0,76,72.38095238095238,29,27.61904761904762,29,198448.72239303714,0.0,420618207091.0671,C18_positive|IK:MPDGHEJMBKOTSU-UHFFFAOYSA-N,C18_positive,"Olean-12-en-29-oic acid, 3-hydroxy-11-oxo-, (3beta,20beta)-",MPDGHEJMBKOTSU-UHFFFAOYSA-N,,,0.968487629586852,0.52384067,1.0,False,False,False
C18_positive|IK:MRIXVKKOHPQOFK-UHFFFAOYSA-N,0,0.0,73,69.52380952380952,32,30.476190476190474,32,107256.77907228252,0.0,75810229452.15343,C18_positive|IK:MRIXVKKOHPQOFK-UHFFFAOYSA-N,C18_positive,4-Methoxysalicylic Acid,MRIXVKKOHPQOFK-UHFFFAOYSA-N,,,0.9982916184145446,0.50090915,1.0,False,False,False
C18_positive|IK:MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,0,0.0,42,40.0,63,60.0,63,434505.36768684775,348429.1111150288,283958540023.5533,C18_positive|IK:MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C18_positive,Raffinose,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C00492,16634.0,0.9925192776831516,0.7492157,1.0,False,False,False
C18_positive|IK:MWAYRGBWOVHDDZ-UHFFFAOYSA-N,0,0.0,59,56.19047619047619,46,43.80952380952381,46,197529.98425330996,0.0,305583084469.3529,C18_positive|IK:MWAYRGBWOVHDDZ-UHFFFAOYSA-N,C18_positive,Ethyl vanillate,MWAYRGBWOVHDDZ-UHFFFAOYSA-N,,,0.9978383447934056,0.466922,1.0,False,False,False
C18_positive|IK:NDFUYJPVVCJYNZ-MVIFEUJBSA-N,0,0.0,52,49.523809523809526,53,50.476190476190474,53,101844.5838445254,26610.72472801921,23635200181.37028,C18_positive|IK:NDFUYJPVVCJYNZ-MVIFEUJBSA-N,C18_positive,"(2E,4E)-5-[1-hydroxy-2,6-dimethyl-4-oxo-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]cyclohex-2-en-1-yl]-3-methylpenta-2,4-dienoic acid",NDFUYJPVVCJYNZ-MVIFEUJBSA-N,,,0.8408253514372017,0.351884,1.0,False,False,False
C18_positive|IK:NGFMICBWJRZIBI-UHFFFAOYSA-N,0,0.0,0,0.0,105,100.0,105,3163270.375648257,2102634.3080409765,9368141658633.95,C18_positive|IK:NGFMICBWJRZIBI-UHFFFAOYSA-N,C18_positive,"beta-D-Glucopyranoside, 2-(hydroxymethyl)phenyl",NGFMICBWJRZIBI-UHFFFAOYSA-N,,,0.864612378400865,0.39130554,3.0,False,False,False
C18_positive|IK:NGSWKAQJJWESNS-UHFFFAOYSA-N,0,0.0,71,67.61904761904762,34,32.38095238095238,34,198888.51614062686,0.0,267281768250.36975,C18_positive|IK:NGSWKAQJJWESNS-UHFFFAOYSA-N,C18_positive,4-Hydroxycinnamic acid,NGSWKAQJJWESNS-UHFFFAOYSA-N,,,0.9976419554513432,0.859095,2.0,False,False,False
